AccountId,UsdAmount,duration
113635,512.0,153
113643,1000.0,0
113681,250.0,0
113745,250.0,190
113754,238.35000000000002,180
113810,260.0,13
113836,250.0,12
113986,2100.0,66
113988,347.9824,32
113995,252.47,7
114049,554.5,167
114084,250.0,6
114096,500.0,5
114153,250.0,42
114168,1580.0,300
114183,249.94,133
114188,250.0,0
114289,50.0,143
114323,250.0,0
114339,2520.0,190
114350,250.0,0
114358,250.0,62
114375,650.0,2
114379,212.0,0
114380,500.0,0
114385,1010.0,0
114506,500.0,0
114516,1000.0,15
114558,665.0,62
114563,256.66,39
114565,930.0,195
114614,251.79,190
114624,2758.58,244
114626,250.0,295
114632,1100.0,52
114726,1100.0,229
114732,1000.0,0
114740,1000.0,0
114764,250.0,31
114808,250.0,21
114814,50642.94,179
114838,250.0,48
114848,2498.0,8
114854,250.0,0
114880,400.0,222
114913,26250.9,171
114951,250.78,52
114959,250.0,208
114968,250.0,14
114985,1.0,0
114989,500.0,0
114991,100.0,0
114997,200.0,0
115054,501.95,3
115114,5.0,0
115116,1000.0,0
115130,508.04,0
115134,220.0,7
115136,5004.0,281
115173,250.0,73
115191,250.0,2
115202,564.302,0
115203,550.0,7
115210,1000.0,0
115214,4000.0,344
115215,1000.0,0
115223,250.0,57
115225,20.0,0
115234,1000.0,0
115235,250.0,238
115261,21554.9,386
115286,600.0,0
115298,1198.89,386
115302,1000.0,0
115325,250.0,0
115327,1000.0,0
115331,500.0,0
115366,250.0,47
115378,650.0,0
115400,250.0,0
115420,230.0,0
115438,351.0,4
115453,35.3481,0
115488,500.0,108
115490,250.0,0
115507,520.0,0
115533,250.0,6
115708,890.0,0
115712,250.0,0
115734,250.0,69
115738,250.0,34
115749,250.0,50
115757,3050.0,309
115810,80.0,0
115812,1176.51,0
115813,1000.0,0
115814,1000.0,0
115815,1000.0,0
115817,1000.0,0
115818,1000.0,0
115819,1000.0,0
115820,1000.0,0
115821,1000.0,0
115822,1000.0,0
115823,530.0,50
115824,1000.0,0
115825,1176.21,0
115826,1000.0,0
115827,1000.0,0
115828,1000.0,0
115829,1176.24,0
115830,1176.24,0
115831,1176.2,0
115832,1176.15,0
115833,1176.35,0
115834,1000.0,0
115836,1000.0,0
115838,1176.3,0
115840,1000.0,0
115842,1000.0,0
115868,1000.0,0
115869,1000.0,0
115870,1000.0,0
115871,1000.0,0
115872,1000.0,0
115874,1000.0,0
115875,1000.0,0
115876,1178.23,0
115878,1000.0,0
115879,1000.0,0
115880,1000.0,0
115881,1178.33,0
115882,1000.0,0
115884,1000.0,0
115885,1178.39,0
115886,1000.0,0
115889,1000.0,0
115895,600.0,114
115918,250.0,0
115921,1370.0,0
115925,4010.0,454
115959,270.0,0
115996,475.53999999999996,105
116019,3980.0,156
116024,403.0,229
116031,500.0,16
116035,250.0,42
116037,250.0,0
116056,500.0,0
116115,480.0,110
116116,300.0,6
116134,1000.0,0
116140,219.0,0
116179,6030.0,251
116202,6843.271000000001,66
116225,250.0,0
116232,500.0,27
116238,1000.0,0
116239,100.0,3
116243,4000.0,7
116267,695.0,16
116287,31880.93,293
116300,250.0,3
116309,250.58,0
116314,7411.073200000001,451
116328,3494.75,82
116339,250.0,28
116364,330.0,34
116382,251.0,72
116446,240.0,0
116454,3447.46,36
116470,300.0,0
116477,300.77,0
116481,500.0,88
116513,250.0,5
116514,250.19,6
116517,250.0,12
116527,243.61,85
116535,250.0,0
116543,250.0,65
116555,250.0,8
116559,500.0,0
116562,15780.0,207
116605,247.07999999999998,54
116618,250.17,120
116634,575.0,64
116647,250.0,71
116648,1709.0,21
116655,249.7,0
116662,508.0,12
116705,250.0,0
116714,248.0,58
116722,247.52,4
116724,250.0,38
116725,715.0,77
116770,500.0,336
116771,240.0,331
116772,2600.0,33
116782,502.75,34
116787,250.0,135
116802,2170.0,379
116879,211.88,0
116927,250.0,1
116931,5000.0,99
116957,970.0,154
116959,25936.35,33
116962,2950.0,55
116966,285.775,0
116967,272.77,0
116973,259.39,50
116994,250.0,19
117007,217105.0,301
117010,400.0,0
117015,6090.0,194
117049,6000.0,113
117070,254.01,6
117077,250.0,0
117083,250.0,22
117092,2000.0,34
117094,251.0,344
117100,250.0,53
117119,25024.86,157
117128,390.7,40
117129,250.0,0
117145,500.1,57
117160,20796.5,61
117161,3155.0,275
117191,1500.0,5
117194,450.0,30
117200,1300.0,118
117211,250.0,10
117222,250.0,5
117250,500.0,11
117256,1250.0,8
117333,250.0,44
117360,1500.0,161
117362,250.0,9
117405,250.0,4
117414,250.0,165
117428,1000.0,16
117441,250.0,5
117444,250.0,214
117457,250.0,0
117465,500.0,51
117475,500.0,0
117484,500.0,0
117506,250.0,5
117519,250.0,0
117528,400.0,37
117532,250.0,266
117536,250.0,0
117576,250.0,6
117579,775.0,270
117583,1000.0,95
117678,470.0,101
117709,250.0,0
117711,314.83,173
117712,250.0,91
117716,480.0,0
117746,250.0,16
117753,250.0,0
117757,500.0,0
117768,3107.58,405
117786,10001.0,355
117790,20543.0,430
117804,500.0,0
117819,470.0,5
117831,240.0,0
117851,240.0,0
117853,10.0,0
117855,250.0,20
117863,490.0,150
117876,250.0,0
117892,250.0,0
117894,240.0,34
117897,250.0,56
117905,250.0,99
117911,400.0,4
117913,16050.0,295
117915,250.0,0
117940,250.0,387
117973,250.0,249
118035,280.0,211
118084,256.88,20
118109,245.0,76
118110,250.0,7
118114,3336.4399999999996,122
118147,250.0,0
118164,1350.0,70
118165,2000.0,48
118173,250.0,0
118174,7550.0,275
118175,750.0,13
118178,2500.0,312
118180,1800.0,245
118188,250.0,0
118191,500.0,0
118205,250.04,0
118233,250.0,26
118237,250.0,33
118239,10900.0,208
118255,250.0,11
118268,250.0,137
118273,250.0,0
118275,60.0,0
118338,750.0,0
118349,250.0,77
118359,250.0,0
118365,465.0,103
118369,240.0,56
118373,3500.0,2
118376,64974.0,383
118385,250.0,15
118403,470.0,0
118418,250.0,0
118423,500.0,0
118430,500.0,1
118442,400.0,0
118447,250.0,7
118456,305.0,0
118566,310.0,106
118568,250.0,45
118591,500.0,13
118592,10.0,0
118598,240.0,40
118631,1080.44,103
118633,250.0,0
118650,570.0,257
118651,250.0,140
118664,300.0,71
118673,2503.0,317
118717,600.0,0
118729,760.0,35
118734,250.0,15
118750,1028.598,129
118753,630.806,0
118759,310.0,239
118772,16.0,0
118785,1816.0,256
118799,1250.0,13
118808,1650.0,189
118811,1005.0,12
118814,1000.0,267
118816,251.05,0
118823,300.0,96
118827,1200.0,0
118833,260.0,62
118842,1500.0,0
118862,250.0,77
118878,500.0,30
118880,248.0,4
118894,510.0,21
118916,600.0,0
118926,501.35,0
118933,250.0,0
119056,240.0,1
119071,500.0,0
119074,350.0,252
119086,300.0,49
119087,670.0,125
119131,750.0,77
119146,250.0,209
119151,505.0,45
119172,275.0,41
119213,329.90999999999997,61
119225,250.0,51
119252,250.0,0
119258,1482.0,16
119267,565.17,6
119271,657.0,336
119306,250.0,0
119315,250.0,34
119357,350.0,0
119377,240.0,23
119382,250.0,94
119386,250.0,0
119424,900.0,193
119428,500.0,285
119460,25.0,11
119473,250.0,101
119497,250.0,0
119505,250.0,0
119525,500.0,90
119557,250.0,118
119567,25.0,0
119599,500.0,17
119602,500.0,25
119618,1250.0,71
119621,250.0,0
119626,1080.0,58
119649,700.0,177
119714,250.0,58
119724,250.0,33
119733,230.0,0
119742,117.7436,1
119744,250.0,0
119748,50.0,1
119756,250.0,0
119770,1050.05,45
119788,8611.3,132
119789,270.0,36
119797,250.0,0
119839,252.0,299
119848,250.0,99
119863,250.0,57
119864,2700.0,171
119885,250.0,0
119907,250.0,0
119920,644.0,390
119921,250.0,0
119923,5.0,162
119925,250.14,68
119947,45544.0,0
119948,39380.8469,0
119954,250.0,0
119968,250.0,5
120003,250.0,0
120005,26646954.4733,0
120009,250.29,78
120010,250.0,19
120013,10900.0,343
120022,250.0,147
120028,253.06,280
120132,250.0,3
120158,22500.0,141
120163,232323.0,0
120164,366597.2873,0
120165,500.0,0
120167,250.0,0
120170,2508.0,26
120181,250.0,0
120184,1044.0,120
120191,500.0,217
120193,1000.0,16
120223,10.0,0
120236,250.0,0
120244,10001.51,13
120248,1000.0,139
120252,250.0,0
120254,11751.8,190
120263,250.0,0
120267,250.0,4
120296,250.0,0
120297,250.0,0
120298,250.0,0
120311,300.0,0
120326,4250.0,63
120343,1150.0,26
120344,350.0,25
120345,250.0,41
120350,250.0,20
120351,500.0,0
120358,500.0,33
120369,90.2552,0
120400,990.0,0
120429,1.0,0
120438,500.0,31
120440,250.0,0
120443,500.0,60
120452,4000.0,0
120457,250.0,0
120495,750.0,63
120511,505.0,3
120543,250.0,120
120548,250.0,0
120560,250.0,0
120574,500.0,0
120596,10.0,3
120601,24.0,0
120627,250.0,21
120657,250.0,0
120659,278.7075,61
120660,250.0,0
120673,250.0,0
120699,100.0,0
120706,250.0,0
120724,251.20999999999998,1
120736,100.0,0
120748,500.0,8
120750,500.0,31
120751,20.0,0
120773,300.0,37
120782,570.0,219
120804,250.0,252
120821,250.0,0
120825,269.61,30
120826,710.0,45
120831,700.0,310
120833,250.0,2
120851,250.0,0
120855,250.36,61
120858,240.0,47
120860,250.0,95
120867,250.0,5
120881,280.0,52
120894,7500.0,0
120911,250.0,34
120914,1020.0,60
120921,250.0,18
120934,500.0,0
120938,265.97,0
120943,1250.0,23
120950,500.0,5
120956,250.0,22
120980,1050.0,177
120985,500.0,1
121017,247.44,32
121030,250.0,3
121124,1000.0,2
121150,81975.33,333
121151,250.0,0
121153,250.0,55
121188,650.0,178
121239,552.25,120
121243,1370.0,357
121244,252.11,5
121248,646.0,202
121254,250.0,81
121260,500.0,26
121271,250.0,7
121273,800.0,60
121281,244.8,9
121290,47084.25,350
121311,420.0,17
121333,240.0,393
121338,50.0,0
121345,500.0,14
121350,250.0,111
121351,500.0,288
121382,250.0,10
121396,260.0,56
121409,1350.0,11
121412,264.0,30
121413,250.0,17
121418,250.0,0
121421,250.0,110
121422,250.0,73
121473,250.0,0
121480,250.0,0
121481,1000.0,71
121486,250.0,12
121490,250.0,2
121501,300.0,19
121502,249.41,35
121517,2.0,3
121531,250.0,88
121587,75442.8,270
121633,250.0,0
121636,500.0,3
121645,4813.0,128
121670,1000.0,39
121671,250.0,10
121683,250.0,0
121693,250.0,153
121694,11225.0,231
121704,250.0,0
121711,5632.101000000001,163
121714,270.0,0
121715,250.0,97
121745,699.73,38
121746,25.0,0
121747,1174.455,138
121750,250.0,346
121763,320.0,226
121771,230.0,0
121847,250.0,0
121864,1500.0,42
121883,500.0,15
121888,10.0,11
121896,300.0,149
121900,250.0,169
121901,5990.0,206
121908,1010.0,53
121919,250.0,29
121938,470.0,3
121949,300.0,4
121953,120633.51000000001,384
121976,250.0,1
122034,5000.0,27
122045,31.0,0
122130,250.0,2
122167,264.51,28
122180,240.0,0
122190,250.0,21
122236,250.0,0
122263,399.72,31
122296,50.0,0
122317,1.97,0
122329,1500.0,169
122347,250.0,15
122365,250.0,15
122555,250.0,15
122725,10.0,0
122932,250.0,60
123024,1250.0,47
123025,235.47000000000003,3
123029,500.0,22
123052,254.0,69
123056,250.0,4
123214,250.0,3
123217,5.0,0
123226,572.47,23
123229,800.0,42
123302,250.0,7
123321,2300.0,205
123374,254.0,264
123413,245.0,49
123459,250.0,17
123480,10.0,13
123490,10000.0,0
123525,250.0,0
123578,250.0,197
123584,500.0,0
123585,250.0,0
123594,250.0,11
123595,250.0,0
123602,250.0,0
123605,7393.275000000001,23
123609,500.0,0
123614,250.0,10
123645,250.0,0
123666,1225.0,33
123686,250.0,0
123715,500.0,0
123716,600.0,10
123735,300.0,23
123743,250.0,15
123746,1029.321,26
123755,250.0,141
123756,250.0,222
123803,250.0,0
123824,12875.0,52
123835,500.0,4
123843,250.0,0
123906,250.0,13
123919,1000.0,65
123990,250.0,7
124067,500.0,39
124078,39100.0,7
124081,250.0,15
124083,571.69,0
124091,250.0,0
124109,119922.16,106
124120,350.0,103
124134,240.0,70
124137,900.0,0
124147,500.0,55
124152,250.0,1
124206,500.0,208
124218,10.0,8
124240,900.0,135
124244,2000.0,132
124248,2000.0,22
124252,250.0,0
124313,1964.73,17
124315,268.34,2
124325,18243.4755,123
124336,250.0,0
124353,5000.0,54
124407,250.0,47
124428,250.0,82
124443,680.0,41
124454,1007.98,19
124460,1500.0,87
124466,250.0,0
124467,321.68,45
124468,25500.0,21
124477,4050.0,0
124536,610.0,31
124654,250.0,11
124713,500.0,0
124719,250.0,14
124740,250.0,103
124775,243.0,98
124784,500.0,37
124787,1250.0,1
124803,11157.999999999998,297
124805,250.0,0
124809,5200.0,139
124818,251.8,28
124824,250.0,0
124828,500.0,0
124837,35130.0,337
124839,1050.0,48
124853,1200.0,0
124948,250.0,25
124959,250.0,0
124964,256.0,11
124979,500.0,0
125003,569.83,0
125012,250.0,0
125019,250.0,75
125022,250.0,34
125041,250.0,0
125098,500.0,33
125112,250.0,6
125141,566.84,147
125168,250.0,4
125182,500.0,88
125195,10000.0,6
125317,950.0,130
125318,250.0,3
125319,250.0,0
125416,568.72,108
125437,238.82,64
125451,250.0,10
125466,264.8882,73
125580,681.692,9
125656,22.7232,0
125756,33.8323,0
125812,250.1092,3
125857,400.0,51
125876,1000.0,97
125894,566.21,21
126024,251.57,49
126033,249.6406,0
126066,24117.205,43
126089,513.936,178
126114,960.0,173
126118,280.8275,0
126142,73445.49,219
126208,251.0,45
126243,850.0,191
126259,250.0,0
126285,250.151,0
126345,36.42,33
126394,240.0,49
126419,1000.0,0
126430,419.2359,13
126457,252.7118,25
126483,263.7904,15
126484,500.0,290
126485,1904.3999000000001,123
126696,1589.8896,127
126757,250.0,0
126761,250.0,1
126762,240.0,2
126770,133.104,0
126778,559.03,0
126779,5.0,0
126784,1137.695,306
126787,249.7638,3
126809,5709.75,0
126819,285.275,1
126893,1827.28,286
126905,245.0,22
126918,500.0,12
126926,388.4976,13
126933,251.0,6
126934,2720.0,139
126940,3740.0,288
126944,250.0,17
127021,250.0,0
127032,250.0,0
127034,550.0,183
127042,250.0,1
127054,500.0,0
127061,250.0,18
127064,500.0,12
127115,500.0,0
127120,12936.6,2
127122,250.0,17
127124,250.0,0
127137,1012.941,0
127138,350.0,39
127152,950.0,33
127170,263.2327,0
127184,286.04,145
127219,500.0,17
127232,250.0,6
127238,580.8299999999999,25
127253,250.0,7
127257,250.0,248
127259,513.4905,297
127355,903.9902000000001,159
127357,250.0,2
